"ntree","test_Er","train_Er"
257,0.0784313725490197,0
258,0.0784313725490197,0
259,0.0392156862745098,0
260,0.0588235294117647,0
261,0.0784313725490197,0
262,0.0784313725490197,0
263,0.0588235294117647,0
264,0.0196078431372549,0
265,0.0588235294117647,0
266,0.0784313725490197,0
267,0.0784313725490197,0
268,0.0588235294117647,0
269,0.0588235294117647,0
270,0.0196078431372549,0
271,0.0588235294117647,0
272,0.0392156862745098,0
273,0.0980392156862745,0
274,0.0784313725490197,0
275,0.0784313725490197,0
276,0.0784313725490197,0
277,0.0588235294117647,0
278,0.0588235294117647,0
279,0.0980392156862745,0
280,0.0588235294117647,0
281,0.0980392156862745,0
282,0.0784313725490197,0
283,0.0392156862745098,0
284,0.0196078431372549,0
285,0.0392156862745098,0
286,0.0980392156862745,0
287,0.0588235294117647,0
288,0.0784313725490197,0
289,0.0784313725490197,0
290,0.0980392156862745,0
291,0.0588235294117647,0
292,0.0588235294117647,0
293,0.117647058823529,0
294,0.0588235294117647,0
295,0.0392156862745098,0
296,0.0784313725490197,0
297,0.117647058823529,0
298,0.0196078431372549,0
299,0.0196078431372549,0
300,0.0392156862745098,0
301,0.0588235294117647,0
302,0.0392156862745098,0
303,0.0392156862745098,0
304,0.0392156862745098,0
305,0.0588235294117647,0
306,0.0588235294117647,0
307,0.0980392156862745,0
308,0.0392156862745098,0
309,0.0588235294117647,0
310,0.0392156862745098,0
311,0.0392156862745098,0
312,0.0588235294117647,0
313,0.0588235294117647,0
314,0.0980392156862745,0
315,0.0588235294117647,0
316,0.0784313725490197,0
317,0.0784313725490197,0
318,0.0392156862745098,0
319,0.0588235294117647,0
320,0.0588235294117647,0
321,0.0392156862745098,0
322,0.0392156862745098,0
323,0.0392156862745098,0
324,0.0196078431372549,0
325,0.0980392156862745,0
326,0.0588235294117647,0
327,0.0196078431372549,0
328,0.0784313725490197,0
329,0.0392156862745098,0
330,0.0588235294117647,0
331,0.0588235294117647,0
332,0.0784313725490197,0
333,0.0588235294117647,0
334,0.0588235294117647,0
335,0.0784313725490197,0
336,0.0784313725490197,0
337,0.0588235294117647,0
338,0.0784313725490197,0
339,0.0588235294117647,0
340,0.0784313725490197,0
341,0.0784313725490197,0
342,0.0392156862745098,0
343,0.0588235294117647,0
344,0.0392156862745098,0
345,0.0588235294117647,0
346,0.0588235294117647,0
347,0.0784313725490197,0
348,0.0588235294117647,0
349,0.0784313725490197,0
350,0.0588235294117647,0
351,0.0784313725490197,0
352,0.0588235294117647,0
353,0.0784313725490197,0
354,0.0588235294117647,0
355,0.0980392156862745,0
356,0.0588235294117647,0
357,0.0588235294117647,0
358,0.0392156862745098,0
359,0.0784313725490197,0
360,0.0784313725490197,0
361,0.0588235294117647,0
362,0.0196078431372549,0
363,0.0784313725490197,0
364,0.0392156862745098,0
365,0.0784313725490197,0
366,0.0588235294117647,0
367,0.0784313725490197,0
368,0.0588235294117647,0
369,0.0392156862745098,0
370,0.0784313725490197,0
371,0.0392156862745098,0
372,0.0588235294117647,0
373,0.117647058823529,0
374,0.0784313725490197,0
375,0.0588235294117647,0
376,0.0588235294117647,0
377,0.0392156862745098,0
378,0.0588235294117647,0
379,0.0588235294117647,0
380,0.0392156862745098,0
381,0.0392156862745098,0
382,0.0784313725490197,0
383,0.0392156862745098,0
